0,Customer Credit Transfer Initiation,<CstmrCdtTrfInitn>,,,,/Request/RequestPayload/CstmrCdtTrfInitn,"Scope
The CustomerCreditTransferInitiation message is sent by the initiating party to the forwarding agent or debtor agent. It is used to request movement of funds from the debtor account to a creditor.
Usage
The CustomerCreditTransferInitiation message can contain one or more customer credit transfer instructions.
The CustomerCreditTransferInitiation message is used to exchange:
- One or more instances of a credit transfer initiation;
- Payment transactions that result in book transfers at the debtor agent or payments to another financial institution;
- Payment transactions that result in an electronic cash transfer to the creditor account or in the emission of a cheque.
The message can be used in a direct or a relay scenario:
- In a direct scenario, the message is sent directly to the debtor agent. The debtor agent is the account servicer of the debtor.
- In a relay scenario, the message is sent to a forwarding agent. The forwarding agent acts as a concentrating financial institution. It will forward the CustomerCreditTransferInitiation message to the debtor agent.
The message can also be used by an initiating party that has authority to send the message on behalf of the debtor. This caters for example for the scenario of a payments factory initiating all payments on behalf of a large corporate.
The CustomerCreditTransferInitiation message can be used in domestic and cross-border scenarios.
The CustomerCreditTransferInitiation message must not be used by the debtor agent to execute the credit transfer instruction(s). The FIToFICustomerCreditTransfer message must be used instead.",
,2,        Control Sum,<CtrlSum>,[0..1],"decimal
td = 18
fd = 17",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/CtrlSum,"Total of all individual amounts included in the message, irrespective of currencies.",total amount of the transaction in the request message.
,2,        Initiating Party,<InitgPty>,[1..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty,Party that initiates the payment. Usage: This can either be the debtor or the party that initiates the credit transfer on behalf of the debtor.,the initiating party of the request .e.g debtr account owner
,3,            Name,<Nm>,[0..1],"text{1,140}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Nm,Name by which a party is known and which is usually used to identify that party.,The account holder name to initate the payment request. It is just for reference and we not validate the correctness.
,3,            Postal Address,<PstlAdr>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr,"Information that locates and identifies a specific address, as defined by postal services.",NA
,4,                Address Type,<AdrTp>,[0..1],text,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/AdrTp,Identifies the nature of the postal address.,NA
,5,                        Postal,,,ADDR,,,Address is the complete postal address.,NA
,5,                        PO Box,,,PBOX,,,Address is a postal office (PO) box.,NA
,5,                        Residential,,,HOME,,,Address is the home address.,NA
,5,                        Business,,,BIZZ,,,Address is the business address.,NA
,5,                        Mail To,,,MLTO,,,Address is the address to which mail is sent.,NA
,5,                        Delivery To,,,DLVY,,,Address is the address to which delivery is to take place.,NA
,4,                Department,<Dept>,[0..1],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/Dept,Identification of a division of a large organisation or building.,NA
,4,                Sub Department,<SubDept>,[0..1],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/SubDept,Identification of a sub-division of a large organisation or building.,NA
,4,                Street Name,<StrtNm>,[0..1],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/StrtNm,Name of a street or thoroughfare.,NA
,4,                Building Number,<BldgNb>,[0..1],"text{1,16}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/BldgNb,Number that identifies the position of a building on a street.,NA
,4,                Post Code,<PstCd>,[0..1],"text{1,16}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/PstCd,Identifier consisting of a group of letters and/or numbers that is added to a postal address to assist the sorting of mail.,NA
,4,                Town Name,<TwnNm>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/TwnNm,"Name of a built-up area, with defined boundaries, and a local government.",NA
,4,                Country Sub Division,<CtrySubDvsn>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/CtrySubDvsn,"Identifies a subdivision of a country such as state, region, county.",NA
,4,                Country,<Ctry>,[0..1],"text
[A-Z]{2,2}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/Ctry,Nation with its own government.,NA
,4,                Address Line,<AdrLine>,[0..7],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/AdrLine,"Information that locates and identifies a specific address, as defined by postal services, presented in free format text.",NA
,3,            Identification,<Id>,[0..1],Choice,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id,Unique and unambiguous identification of a party.,NA
,4,                Organisation Identification,<OrgId>,[1..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId,Unique and unambiguous way to identify an organisation.,
,5,                    Any BIC,<AnyBIC>,[0..1],"text
[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/AnyBIC,"Code allocated to a financial institution or non financial institution by the ISO 9362 Registration Authority as described in ISO 9362 ""Banking - Banking telecommunication messages - Business identifier code (BIC)"".",
,5,                    Other,<Othr>,[0..*],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr,"Unique identification of an organisation, as assigned by an institution, using an identification scheme.",
,6,                        Identification,<Id>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/Id,Identification assigned by an institution. E.g. company id,
,6,                        Scheme Name,<SchmeNm>,[0..1],Choice,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/SchmeNm,Name of the identification scheme.,
,7,                            Code,<Cd>,[1..1],"text{1,4}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/SchmeNm/Cd,"Name of the identification scheme, in a coded form as published in an external list.",
,7,                            Proprietary,<Prtry>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/SchmeNm/Prtry,"Name of the identification scheme, in a free text form.",
,6,                        Issuer,<Issr>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/Issr,Entity that assigns the identification.,
,4,                Private Identification,<PrvtId>,[1..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId,"Unique and unambiguous identification of a person, eg, passport.",
,5,                    Date And Place Of Birth,<DtAndPlcOfBirth>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth,Date and place of birth of a person.,
,6,                        Birth Date,<BirthDt>,[1..1],date,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/BirthDt,Date on which a person is born.,
,6,                        Province Of Birth,<PrvcOfBirth>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth,Province where a person was born.,
,6,                        City Of Birth,<CityOfBirth>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth,City where a person was born.,
,6,                        Country Of Birth,<CtryOfBirth>,[1..1],"text
[A-Z]{2,2}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth,Country where a person was born.,
,5,                    Other,<Othr>,[0..*],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr,"Unique identification of a person, as assigned by an institution, using an identification scheme.",
,6,                        Identification,<Id>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/Id,Unique and unambiguous identification of a person. ,
,6,                        Scheme Name,<SchmeNm>,[0..1],Choice,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/SchmeNm,Name of the identification scheme.,
,7,                            Code,<Cd>,[1..1],"text{1,4}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/SchmeNm/Cd,"Name of the identification scheme, in a coded form as published in an external list. ",
,7,                            Proprietary,<Prtry>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/SchmeNm/Prtry,"Name of the identification scheme, in a free text form.",
,6,                        Issuer,<Issr>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/Issr,Entity that assigns the identification.,
,3,            Country Of Residence,<CtryOfRes>,[0..1],"text
[A-Z]{2,2}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtryOfRes,"Country in which a person resides (the place of a person's home). In the case of a company, it is the country from which the affairs of that company are directed.",NA
,3,            Contact Details,<CtctDtls>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls,Set of elements used to indicate how to contact the party.,NA
,4,                Name Prefix,<NmPrfx>,[0..1],text,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/NmPrfx,Specifies the terms used to formally address a person.,
,5,                        Doctor,,,DOCT,,,Title of the person is Doctor or Dr.,
,5,                        Mister,,,MIST,,,Title of the person is Mister or Mr.,
,5,                        Miss,,,MISS,,,Title of the person is Miss.,
,5,                        Madam,,,MADM,,,Title of the person is Madam.,
,4,                Name,<Nm>,[0..1],"text{1,140}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Nm,Name by which a party is known and which is usually used to identify that party.,
,4,                Phone Number,<PhneNb>,[0..1],"text
\+[0-9]{1,3}-[0-9()+\-]{1,30}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/PhneNb,"Collection of information that identifies a phone number, as defined by telecom services.",
,4,                Mobile Number,<MobNb>,[0..1],"text
\+[0-9]{1,3}-[0-9()+\-]{1,30}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/MobNb,"Collection of information that identifies a mobile phone number, as defined by telecom services.",
,4,                Fax Number,<FaxNb>,[0..1],"text
\+[0-9]{1,3}-[0-9()+\-]{1,30}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/FaxNb,"Collection of information that identifies a FAX number, as defined by telecom services.",
,4,                Email Address,<EmailAdr>,[0..1],"text{1,2048}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/EmailAdr,Address for electronic mail (e-mail).,
,4,                Other,<Othr>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Othr,Contact details in an other form.,
,2,        Forwarding Agent,<FwdgAgt>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt,Financial institution that receives the instruction from the initiating party and forwards it to the next agent in the payment chain for execution.,NA
,3,            Financial Institution Identification,<FinInstnId>,[1..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId,"Unique and unambiguous identification of a financial institution, as assigned under an internationally recognised or proprietary identification scheme.",
,4,                BICFI,<BICFI>,[0..1],"text
[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/BICFI,"Code allocated to a financial institution by the ISO 9362 Registration Authority as described in ISO 9362 ""Banking - Banking telecommunication messages - Business identifier code (BIC)"".",
,4,                Clearing System Member Identification,<ClrSysMmbId>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId,Information used to identify a member within a clearing system.,
,5,                    Clearing System Identification,<ClrSysId>,[0..1],Choice,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/ClrSysId,Specification of a pre-agreed offering between clearing agents or the channel through which the payment instruction is processed.,
,6,                        Code,<Cd>,[1..1],"text{1,5}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/ClrSysId/Cd,"Identification of a clearing system, in a coded form as published in an external list.",
,6,                        Proprietary,<Prtry>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/ClrSysId/Prtry,"Identification code for a clearing system, that has not yet been identified in the list of clearing systems.",
,5,                    Member Identification,<MmbId>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/MmbId,Identification of a member of a clearing system.,
,4,                Name,<Nm>,[0..1],"text{1,140}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Nm,Name by which an agent is known and which is usually used to identify that agent.,
,4,                Postal Address,<PstlAdr>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr,"Information that locates and identifies a specific address, as defined by postal services.",
,5,                    Address Type,<AdrTp>,[0..1],text,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrTp,Identifies the nature of the postal address.,
,6,                            Postal,,,ADDR,,,Address is the complete postal address.,
,6,                            PO Box,,,PBOX,,,Address is a postal office (PO) box.,
,6,                            Residential,,,HOME,,,Address is the home address.,
,6,                            Business,,,BIZZ,,,Address is the business address.,
,6,                            Mail To,,,MLTO,,,Address is the address to which mail is sent.,
,6,                            Delivery To,,,DLVY,,,Address is the address to which delivery is to take place.,
,5,                    Department,<Dept>,[0..1],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/Dept,Identification of a division of a large organisation or building.,
,5,                    Sub Department,<SubDept>,[0..1],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/SubDept,Identification of a sub-division of a large organisation or building.,
,5,                    Street Name,<StrtNm>,[0..1],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/StrtNm,Name of a street or thoroughfare.,
,5,                    Building Number,<BldgNb>,[0..1],"text{1,16}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/BldgNb,Number that identifies the position of a building on a street.,
,5,                    Post Code,<PstCd>,[0..1],"text{1,16}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/PstCd,Identifier consisting of a group of letters and/or numbers that is added to a postal address to assist the sorting of mail.,
,5,                    Town Name,<TwnNm>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/TwnNm,"Name of a built-up area, with defined boundaries, and a local government.",
,5,                    Country Sub Division,<CtrySubDvsn>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/CtrySubDvsn,"Identifies a subdivision of a country such as state, region, county.",
,5,                    Country,<Ctry>,[0..1],"text
[A-Z]{2,2}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/Ctry,Nation with its own government.,
,5,                    Address Line,<AdrLine>,[0..7],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrLine,"Information that locates and identifies a specific address, as defined by postal services, presented in free format text.",
,4,                Other,<Othr>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr,"Unique identification of an agent, as assigned by an institution, using an identification scheme.",
,5,                    Identification,<Id>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/Id,Unique and unambiguous identification of a person.,
,5,                    Scheme Name,<SchmeNm>,[0..1],Choice,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm,Name of the identification scheme.,
,6,                        Code,<Cd>,[1..1],"text{1,4}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm/Cd,"Name of the identification scheme, in a coded form as published in an external list.",
,6,                        Proprietary,<Prtry>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm/Prtry,"Name of the identification scheme, in a free text form.",
,5,                    Issuer,<Issr>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/Issr,Entity that assigns the identification.,
,3,            Branch Identification,<BrnchId>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId,Identifies a specific branch of a financial institution. Usage: This component should be used in case the identification information in the financial institution component does not provide identification up to branch level.,
,4,                Identification,<Id>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/Id,Unique and unambiguous identification of a branch of a financial institution.,
,4,                Name,<Nm>,[0..1],"text{1,140}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/Nm,Name by which an agent is known and which is usually used to identify that agent.,
,4,                Postal Address,<PstlAdr>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr,"Information that locates and identifies a specific address, as defined by postal services.",
,5,                    Address Type,<AdrTp>,[0..1],text,,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp,Identifies the nature of the postal address.,
,6,                            Postal,,,ADDR,,,Address is the complete postal address.,
,6,                            PO Box,,,PBOX,,,Address is a postal office (PO) box.,
,6,                            Residential,,,HOME,,,Address is the home address.,
,6,                            Business,,,BIZZ,,,Address is the business address.,
,6,                            Mail To,,,MLTO,,,Address is the address to which mail is sent.,
,6,                            Delivery To,,,DLVY,,,Address is the address to which delivery is to take place.,
,5,                    Department,<Dept>,[0..1],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Dept,Identification of a division of a large organisation or building.,
,5,                    Sub Department,<SubDept>,[0..1],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/SubDept,Identification of a sub-division of a large organisation or building.,
,5,                    Street Name,<StrtNm>,[0..1],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/StrtNm,Name of a street or thoroughfare.,
,5,                    Building Number,<BldgNb>,[0..1],"text{1,16}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/BldgNb,Number that identifies the position of a building on a street.,
,5,                    Post Code,<PstCd>,[0..1],"text{1,16}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/PstCd,Identifier consisting of a group of letters and/or numbers that is added to a postal address to assist the sorting of mail.,
,5,                    Town Name,<TwnNm>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/TwnNm,"Name of a built-up area, with defined boundaries, and a local government.",
,5,                    Country Sub Division,<CtrySubDvsn>,[0..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/CtrySubDvsn,"Identifies a subdivision of a country such as state, region, county.",
,5,                    Country,<Ctry>,[0..1],"text
[A-Z]{2,2}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Ctry,Nation with its own government.,
,5,                    Address Line,<AdrLine>,[0..7],"text{1,70}",,/Request/RequestPayload/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrLine,"Information that locates and identifies a specific address, as defined by postal services, presented in free format text.",
,1,    Payment Information,<PmtInf>,[1..*],,,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf,Set of characteristics that applies to the debit side of the payment transactions included in the credit transfer initiation.,
,2,        Payment Information Identification,<PmtInfId>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/PmtInfId,"Unique identification, as assigned by a sending party, to unambiguously identify the payment information group within the message.",transaction id
,2,        Payment Method,<PmtMtd>,[1..1],text,,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/PmtMtd,Specifies the means of payment that will be used to move the amount of money.,TRF
,3,                Cheque,,,CHK,,,Written order to a bank to pay a certain amount of money from one person to another person.,
,3,                Credit Transfer,,,TRF,,,Transfer of an amount of money in the books of the account servicer.,
,3,                Transfer Advice,,,TRA,,,Transfer of an amount of money in the books of the account servicer. An advice should be sent back to the account owner.,
,2,        Batch Booking,<BtchBookg>,[0..1],boolean,,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/BtchBookg,Identifies whether a single entry per individual transaction or a batch entry for the sum of the amounts of all transactions within the group of a message is requested. Usage: Batch booking is used to request and not order a possible batch booking.,N. Assume we just support individual in day one.
,2,        Number Of Transactions,<NbOfTxs>,[0..1],"text
[0-9]{1,15}",,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/NbOfTxs,Number of individual transactions contained in the payment information group.,1
,2,        Control Sum,<CtrlSum>,[0..1],"decimal
td = 18
fd = 17",,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/CtrlSum,"Total of all individual amounts included in the group, irrespective of currencies.",total amount in the payment group
,2,        Payment Type Information,<PmtTpInf>,[0..1],,,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/PmtTpInf,Set of elements used to further specify the type of transaction.,
,3,            Instruction Priority,<InstrPrty>,[0..1],text,,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/PmtTpInf/InstrPrty,Indicator of the urgency or order of importance that the instructing party would like the instructed party to apply to the processing of the instruction.,NA
,4,                    High,,,HIGH,,,Priority level is high.,NA
,4,                    Normal,,,NORM,,,Priority level is normal.,NA
,3,            Service Level,<SvcLvl>,[0..1],Choice,,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl,Agreement under which or rules under which the transaction should be processed.,
,4,                Code,<Cd>,[1..1],"text{1,4}",,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Cd,"Specifies a pre-agreed service or level of service between the parties, as published in an external service level code list.","NURG or SEPA (Default value)   Non urgent
URGP   Urgent
SDVA   Same Day Value
URNS    Urgent Payment Net Settlement"
,4,                Proprietary,<Prtry>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Prtry,"Specifies a pre-agreed service or level of service between the parties, as a proprietary code.",NA
,3,            Local Instrument,<LclInstrm>,[0..1],Choice,,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/PmtTpInf/LclInstrm,"User community specific instrument. Usage: This element is used to specify a local instrument, local clearing option and/or further qualify the service or service level.",NA
,4,                Code,<Cd>,[1..1],"text{1,35}",,/Request/RequestPayload/CstmrCdtTrfInitn/PmtInf/PmtTpInf/LclInstrm/Cd,"Specifies the local instrument, as published in an external local instrument code list.",NA
